pts,position,id,name,birthday,countryAcr,country.name,country.acronym
78,607,21623,David Perez Sanz,1994-05-15T00:00:00.000Z,ESP,Spain,ESP
78,608,97989,Koki Matsuda,2000-10-31T00:00:00.000Z,JPN,Japan,JPN
78,609,37486,Dan Alexandru Tomescu,1999-03-30T00:00:00.000Z,ROU,Romania,ROU
77,610,36617,Felipe Meligeni Alves,1998-02-19T00:00:00.000Z,BRA,Brazil,BRA
77,611,61667,Bu Yunchaokete,2002-01-19T00:00:00.000Z,CHN,China,CHN
77,612,58591,Garrett Johns,2000-12-17T00:00:00.000Z,USA,United States,USA
77,613,89700,Arthur Nagel,2003-04-14T00:00:00.000Z,FRA,France,FRA
77,614,20987,Sergis Kyratzis,1995-05-12T00:00:00.000Z,CYP,Cyprus,CYP
77,615,22323,Roberto Cid Subervi,1993-08-30T00:00:00.000Z,DOM,Dominican Republic,DOM
77,616,59835,Dax Donders,2000-07-14T00:00:00.000Z,NED,Netherlands,NED
77,617,62996,Marlon Vankan,2000-08-27T00:00:00.000Z,GER,Germany,GER
77,618,74880,Stefanos Sakellaridis,2004-09-13T00:00:00.000Z,GRE,Greece,GRE
76,619,84553,Viktor Jovic,2002-01-24T00:00:00.000Z,SRB,Serbia,SRB
76,620,51846,Alex Marti Pujolras,1999-02-10T00:00:00.000Z,ESP,Spain,ESP
76,621,34829,Juan Bautista Otegui,1999-02-23T00:00:00.000Z,ARG,Argentina,ARG
76,622,62990,Saba Purtseladze,2001-08-20T00:00:00.000Z,GEO,Georgia,GEO
76,623,66500,Samir Hamza Reguig,2002-01-19T00:00:00.000Z,ALG,Algeria,ALG
75,624,47557,Chun Hsin Tseng,2001-08-08T00:00:00.000Z,TPE,Chinese Taipei,TPE
75,624,79068,Toby Samuel,2002-09-06T00:00:00.000Z,GBR,Great Britain,GBR
75,626,68627,Gabriel Diallo,2001-09-24T00:00:00.000Z,CAN,Canada,CAN
75,627,23462,Xin Gao,1994-05-12T00:00:00.000Z,CHN,China,CHN
75,628,37741,Zizou Bergs,1999-06-03T00:00:00.000Z,BEL,Belgium,BEL
75,629,16998,Maximilian Neuchrist,1991-07-22T00:00:00.000Z,AUT,Austria,AUT
75,630,95698,Federico Cina,2007-03-30T00:00:00.000Z,ITA,Italy,ITA
75,631,28073,Duckhee Lee,1998-05-29T00:00:00.000Z,KOR,"Korea, Rep.",KOR
75,632,63847,Mateo Barreiros Reyes,2000-12-14T00:00:00.000Z,BRA,Brazil,BRA
75,633,30971,Lucas Bouquet,1997-08-05T00:00:00.000Z,FRA,France,FRA
75,634,74151,Max Wiskandt,2002-02-01T00:00:00.000Z,GER,Germany,GER
75,635,91530,Svyatoslav Gulin,2002-12-04T00:00:00.000Z,RUS,Russia,RUS
74,636,58005,Philip Henning,2000-11-10T00:00:00.000Z,RSA,South Africa,RSA
74,637,8818,Goncalo Falcao,1988-02-22T00:00:00.000Z,POR,Portugal,POR
73,638,76125,Shunsuke Mitsui,2002-05-20T00:00:00.000Z,JPN,Japan,JPN
73,639,47259,Clement Tabur,2000-01-24T00:00:00.000Z,FRA,France,FRA
73,640,79813,Samuel Vincent Ruggeri,2002-05-22T00:00:00.000Z,ITA,Italy,ITA
73,641,31320,Jesse Flores,1995-03-31T00:00:00.000Z,CAN,Canada,CAN
73,642,23075,Tomas Lipovsek Puches,1993-04-17T00:00:00.000Z,SLO,Slovenia,SLO
73,643,34756,Adam Jones,1998-05-08T00:00:00.000Z,GBR,Great Britain,GBR
73,644,29980,Abraham Asaba,1997-05-21T00:00:00.000Z,GHA,Ghana,GHA
72,645,59356,Anton Matusevich,2001-05-30T00:00:00.000Z,GBR,Great Britain,GBR
72,646,37297,Timo Stodder,1996-05-17T00:00:00.000Z,GER,Germany,GER
76,647,110313,Gonzalo Oliveira,,VEN,Venezuela,VEN
72,647,21524,Jelle Sels,1995-08-10T00:00:00.000Z,NED,Netherlands,NED
72,648,31327,Luca Castelnuovo,1997-01-29T00:00:00.000Z,SUI,Switzerland,SUI
72,649,26832,Goncalo Oliveira,1995-02-17T00:00:00.000Z,POR,Portugal,POR
72,650,44538,Daniel De Jonge,1999-08-17T00:00:00.000Z,NED,Netherlands,NED
71,651,29906,Juan Pablo Ficovich,1997-01-24T00:00:00.000Z,ARG,Argentina,ARG
71,652,21464,Alexander Ritschard,1994-03-24T00:00:00.000Z,SUI,Switzerland,SUI
71,653,57038,John Echeverria,2001-11-30T00:00:00.000Z,ESP,Spain,ESP
71,654,54557,Mario Mansilla Diez,2002-05-12T00:00:00.000Z,ESP,Spain,ESP
71,655,37302,Matteo De Vincentis,1998-04-25T00:00:00.000Z,ITA,Italy,ITA
71,656,38427,Jannik Opitz,1998-04-15T00:00:00.000Z,GER,Germany,GER
71,657,23993,Gabriele Maria Noce,1995-10-29T00:00:00.000Z,ITA,Italy,ITA
71,658,72575,Yuquan Jin,2000-12-12T00:00:00.000Z,CHN,China,CHN
71,658,72576,Zekai Li,2000-01-31T00:00:00.000Z,CHN,China,CHN
70,660,26153,Juan Pablo Varillas,1995-10-06T00:00:00.000Z,PER,Peru,PER
70,661,79064,Leandro Riedi,2002-01-27T00:00:00.000Z,SUI,Switzerland,SUI
70,662,36470,Mats Rosenkranz,1998-08-23T00:00:00.000Z,GER,Germany,GER
70,663,73399,Toby Alex Kodat,2003-01-13T00:00:00.000Z,USA,United States,USA
70,664,83338,Igor Kudriashov,2003-09-27T00:00:00.000Z,RUS,Russia,RUS
70,665,53909,Luka Pavlovic,2000-03-30T00:00:00.000Z,FRA,France,FRA
70,666,52283,Fermin Tenti,1997-06-14T00:00:00.000Z,ARG,Argentina,ARG
70,667,44807,S Mert Ozdemir,2000-01-02T00:00:00.000Z,TUR,Turkey,TUR
69,668,70936,Tom Hands,1996-11-02T00:00:00.000Z,GBR,Great Britain,GBR
69,669,35597,Gabriel Decamps,1999-08-07T00:00:00.000Z,BRA,Brazil,BRA
69,670,29953,Tung-Lin Wu,1998-05-12T00:00:00.000Z,TPE,Chinese Taipei,TPE
69,671,80391,Adolfo Daniel Vallejo,2004-04-28T00:00:00.000Z,PAR,Paraguay,PAR
69,672,49999,Axel Nefve,2000-07-22T00:00:00.000Z,USA,United States,USA
69,673,62202,Samuel Puskar,2000-04-21T00:00:00.000Z,SVK,Slovakia,SVK
69,674,31667,Vasilios Caripi,1991-09-28T00:00:00.000Z,RSA,South Africa,RSA
69,675,84373,Amaury Raynel,2002-06-29T00:00:00.000Z,FRA,France,FRA
69,676,54358,Ye Cong Mo,2000-06-26T00:00:00.000Z,CHN,China,CHN
68,677,53945,Gregor Ramskogler,1998-12-05T00:00:00.000Z,AUT,Austria,AUT
68,678,17264,Denis Yevseyev,1993-05-22T00:00:00.000Z,KAZ,Kazakhstan,KAZ
68,679,29889,Evgenii Tiurnev,1997-04-08T00:00:00.000Z,RUS,Russia,RUS
67,680,36258,Nikita Mashtakov,1999-03-18T00:00:00.000Z,UKR,Ukraine,UKR
67,681,65733,Igor Gimenez,2000-02-20T00:00:00.000Z,BRA,Brazil,BRA
67,682,86083,Karan Singh,2003-06-30T00:00:00.000Z,IND,India,IND
66,683,92184,Nishesh Basavareddy,2005-05-02T00:00:00.000Z,USA,United States,USA
66,684,22429,Dennis Novak,1993-08-28T00:00:00.000Z,AUT,Austria,AUT
66,685,83314,Lukas Neumayer,2002-09-06T00:00:00.000Z,AUT,Austria,AUT
66,686,29459,Ryan Peniston,1995-11-10T00:00:00.000Z,GBR,Great Britain,GBR
66,687,54208,Florent Bax,1999-06-16T00:00:00.000Z,FRA,France,FRA
66,688,94765,Leo Vithoontien,1999-08-18T00:00:00.000Z,JPN,Japan,JPN
65,689,18497,Peter Heller,1992-08-12T00:00:00.000Z,GER,Germany,GER
65,690,824,Igor Zelenay,1982-10-02T00:00:00.000Z,SVK,Slovakia,SVK
65,691,81781,Jan Kupcic,2001-04-14T00:00:00.000Z,SLO,Slovenia,SLO
65,692,21332,Wishaya Trongcharoenchaikul,1995-04-08T00:00:00.000Z,THA,Thailand,THA
65,693,51086,Kousuke Ogura,1996-02-09T00:00:00.000Z,JPN,Japan,JPN
64,694,75660,Alec Beckley,2001-06-18T00:00:00.000Z,RSA,South Africa,RSA
64,695,65138,Brandon Perez,2000-01-14T00:00:00.000Z,VEN,Venezuela,VEN
64,696,74540,Kirill Mishkin,2002-10-23T00:00:00.000Z,RUS,Russia,RUS
63,697,54206,Gilbert Klier Junior,2000-05-16T00:00:00.000Z,BRA,Brazil,BRA
63,698,84604,Alejandro Turriziani Alvarez,2003-02-12T00:00:00.000Z,ESP,Spain,ESP
63,699,87624,Jasza Szajrych,2002-04-23T00:00:00.000Z,POL,Poland,POL
63,700,50391,Imanol Lopez Morillo,1999-11-18T00:00:00.000Z,ESP,Spain,ESP
63,701,32510,Guy Den Heijer,1997-03-30T00:00:00.000Z,NED,Netherlands,NED
63,702,876,Vitali Chvets,1981-01-01T00:00:00.000Z,BLR,Belarus,BLR
62,703,28346,Nino Serdarusic,1996-12-13T00:00:00.000Z,CRO,Croatia,CRO
61,704,87283,Mark Lajal,2003-05-12T00:00:00.000Z,EST,Estonia,EST
61,705,59491,Yannik Steinegger,2000-09-11T00:00:00.000Z,SUI,Switzerland,SUI
61,706,8158,Purav Raja,1985-12-07T00:00:00.000Z,IND,India,IND
61,707,39434,Quentin Folliot,1998-12-31T00:00:00.000Z,FRA,France,FRA
61,708,91451,Tiago Silva,2004-11-30T00:00:00.000Z,POR,Portugal,POR
61,709,28586,Antoine Hoang,1995-11-04T00:00:00.000Z,FRA,France,FRA
61,710,51972,Mikel Martinez,2000-10-16T00:00:00.000Z,ESP,Spain,ESP
61,711,57500,Lukas Hellum Lilleengen,2000-11-15T00:00:00.000Z,NOR,Norway,NOR
61,712,23335,Yurii Dzhavakian,1993-05-07T00:00:00.000Z,UKR,Ukraine,UKR
60,713,51046,Taha Baadi,2001-07-19T00:00:00.000Z,CAN,Canada,CAN
60,714,14959,Sebastian Fanselow,1991-12-30T00:00:00.000Z,GER,Germany,GER
60,715,39851,Cengiz Aksu,1998-07-30T00:00:00.000Z,TUR,Turkey,TUR
60,716,36664,Jamie Vance,1997-12-15T00:00:00.000Z,USA,United States,USA
59,717,60951,Patrick Maloney,2000-02-09T00:00:00.000Z,USA,United States,USA
59,718,15000,Oscar Jose Gutierrez,1993-04-25T00:00:00.000Z,BRA,Brazil,BRA
59,719,36897,Evan Zhu,1998-08-15T00:00:00.000Z,USA,United States,USA
59,720,83921,Alejandro Manzanera Pertusa,2003-04-08T00:00:00.000Z,ESP,Spain,ESP
59,721,95667,Lorenzo Sciahbasi,2005-11-04T00:00:00.000Z,ITA,Italy,ITA
59,722,70265,Jan Jermar,2000-04-12T00:00:00.000Z,CZE,Czech Republic,CZE
59,723,61281,Illya Beloborodko,2001-05-07T00:00:00.000Z,UKR,Ukraine,UKR
59,724,35892,Elio Jose Ribeiro Lago,1997-12-31T00:00:00.000Z,BRA,Brazil,BRA
59,725,73934,Federico Campana,1998-04-13T00:00:00.000Z,ITA,Italy,ITA
59,726,50385,Ewen Lumsden,2000-02-17T00:00:00.000Z,GBR,Great Britain,GBR
58,727,10404,Yan Bai,1989-05-21T00:00:00.000Z,CHN,China,CHN
58,728,51965,Francesco Forti,1999-07-26T00:00:00.000Z,ITA,Italy,ITA
58,729,77659,Juan Bautista Torres,2002-04-02T00:00:00.000Z,ARG,Argentina,ARG
58,730,25533,Calvin Hemery,1995-01-28T00:00:00.000Z,FRA,France,FRA
58,731,62404,Tristan Mccormick,1999-04-01T00:00:00.000Z,USA,United States,USA
58,732,59591,Ishaque Eqbal,1998-01-17T00:00:00.000Z,IND,India,IND
58,733,85851,Luka Mikrut,2004-04-16T00:00:00.000Z,CRO,Croatia,CRO
58,734,54134,James Markiewicz,1994-06-02T00:00:00.000Z,GBR,Great Britain,GBR
57,735,43647,Simon Anthony Ivanov,2000-07-03T00:00:00.000Z,BUL,Bulgaria,BUL
57,736,30210,Alexander Klintcharov,1996-08-25T00:00:00.000Z,NZL,New Zealand,NZL
57,737,90203,Lautaro Midon,2004-03-29T00:00:00.000Z,ARG,Argentina,ARG
56,738,79683,Millen Hurrion,1999-06-22T00:00:00.000Z,GBR,Great Britain,GBR
56,739,42971,Vit Kopriva,1997-06-15T00:00:00.000Z,CZE,Czech Republic,CZE
56,740,59241,Michal Lusovsky,1999-03-31T00:00:00.000Z,CZE,Czech Republic,CZE
56,741,31479,Mitchell Harper,1997-09-05T00:00:00.000Z,AUS,Australia,AUS
56,742,81114,Stefan Popovic,2003-05-25T00:00:00.000Z,SRB,Serbia,SRB
56,743,38728,Menelaos Efstathiou,1999-03-02T00:00:00.000Z,CYP,Cyprus,CYP
56,744,86351,Tom Gentzsch,2003-09-05T00:00:00.000Z,GER,Germany,GER
56,745,40820,Benjamin Pietri,1996-07-31T00:00:00.000Z,FRA,France,FRA
56,745,30742,Patrick Kaukovalta,1998-12-01T00:00:00.000Z,FIN,Finland,FIN
55,747,9833,Ricardas Berankis,1990-06-21T00:00:00.000Z,LTU,Lithuania,LTU
55,748,5136,Illya Marchenko,1987-09-08T00:00:00.000Z,UKR,Ukraine,UKR
55,748,13447,Damir Dzumhur,1992-05-20T00:00:00.000Z,BIH,Bosnia and Herzegovina,BIH
55,750,1747,Andrea Arnaboldi,1987-12-27T00:00:00.000Z,ITA,Italy,ITA
55,751,49285,Matyas Fuele,1998-12-22T00:00:00.000Z,HUN,Hungary,HUN
55,752,53722,Federico Arnaboldi,2000-06-18T00:00:00.000Z,ITA,Italy,ITA
55,753,59423,Arthur Weber,1992-05-09T00:00:00.000Z,FRA,France,FRA
55,754,75578,Daniel Antonio Nunez,2001-06-02T00:00:00.000Z,CHI,Chile,CHI
55,755,30814,Giuseppe Tresca,,ITA,Italy,ITA
55,756,88896,Matt Ponchet,2004-06-22T00:00:00.000Z,FRA,France,FRA
55,757,48237,Ivan Denisov,2000-06-07T00:00:00.000Z,RUS,Russia,RUS
54,758,97382,Patrick Schoen,2005-05-04T00:00:00.000Z,SUI,Switzerland,SUI
54,759,81645,Joaquim Almeida,2002-03-14T00:00:00.000Z,BRA,Brazil,BRA
54,760,48443,Kai Lemstra,1999-06-19T00:00:00.000Z,GER,Germany,GER
54,761,50756,Lorenzo Lorusso,2000-01-06T00:00:00.000Z,ITA,Italy,ITA
54,762,69560,Lawrence Sciglitano,1999-04-10T00:00:00.000Z,AUS,Australia,AUS
54,763,86936,Alexandru Cristian Dumitru,2004-02-20T00:00:00.000Z,ROU,Romania,ROU
53,764,31726,Julian Ocleppo,1997-08-01T00:00:00.000Z,ITA,Italy,ITA
53,765,26831,Jorge Martinez Martinez,1995-09-23T00:00:00.000Z,ESP,Spain,ESP
53,766,51095,Alejandro Garcia,2001-11-19T00:00:00.000Z,ESP,Spain,ESP
53,767,44809,Umut Akkoyun,2000-07-10T00:00:00.000Z,TUR,Turkey,TUR
53,768,38587,Nicolas Parizzia,1998-09-15T00:00:00.000Z,SUI,Switzerland,SUI
53,769,41066,Luigi Sorrentino,1998-06-18T00:00:00.000Z,ITA,Italy,ITA
53,770,95901,Oren Vasser,2000-02-23T00:00:00.000Z,USA,United States,USA
53,771,75220,Miguel Angel Cabrera,2000-07-08T00:00:00.000Z,CHI,Chile,CHI
52,772,11373,Evgeny Donskoy,1990-05-09T00:00:00.000Z,RUS,Russia,RUS
52,773,7805,Kenny de Schepper,1987-05-29T00:00:00.000Z,FRA,France,FRA
52,774,8662,Sho Katayama,1989-05-12T00:00:00.000Z,JPN,Japan,JPN
52,775,56274,Beibit Zhukayev,2000-10-12T00:00:00.000Z,KAZ,Kazakhstan,KAZ
52,776,70705,Roman Andres Burruchaga,2002-01-23T00:00:00.000Z,ARG,Argentina,ARG
52,777,29800,Strong Kirchheimer,1995-04-26T00:00:00.000Z,USA,United States,USA
52,778,61670,Zijiang Yang,2000-09-20T00:00:00.000Z,CHN,China,CHN
52,779,14898,Facundo Mena,1992-09-22T00:00:00.000Z,ARG,Argentina,ARG
52,780,85763,Samuele Pieri,2002-02-28T00:00:00.000Z,ITA,Italy,ITA
52,781,20900,Toby Martin,1993-02-19T00:00:00.000Z,GBR,Great Britain,GBR
51,782,33904,Raul Brancaccio,1997-05-04T00:00:00.000Z,ITA,Italy,ITA
51,783,55290,Filip Cristian Jianu,2001-09-18T00:00:00.000Z,ROU,Romania,ROU
51,784,98385,Joaquin Aguilar Cardozo,2005-04-08T00:00:00.000Z,URU,Uruguay,URU
51,785,11970,Mark Vervoort,1990-10-07T00:00:00.000Z,NED,Netherlands,NED
51,786,99112,Federico Aguilar Cardozo,2005-04-08T00:00:00.000Z,URU,Uruguay,URU
51,787,71976,Fabrizio Andaloro,2001-01-31T00:00:00.000Z,ITA,Italy,ITA
51,788,43553,Sergey Fomin,2001-02-01T00:00:00.000Z,UZB,Uzbekistan,UZB
51,789,50141,Daisuke Sumizawa,1999-01-31T00:00:00.000Z,JPN,Japan,JPN
51,790,60303,Alvaro Bueno Gil,2000-05-25T00:00:00.000Z,ESP,Spain,ESP
50,791,65073,Joshua Lapadat,2002-12-10T00:00:00.000Z,CAN,Canada,CAN
50,792,39152,Aleksandar Kovacevic,1998-08-29T00:00:00.000Z,USA,United States,USA
50,793,18477,Hugo Dellien,1993-06-16T00:00:00.000Z,BOL,Bolivia,BOL
50,794,59166,Jesper De Jong,2000-05-31T00:00:00.000Z,NED,Netherlands,NED
50,795,50511,Pedro Vives Marcos,2001-04-13T00:00:00.000Z,ESP,Spain,ESP
50,796,14727,Pierre-Hugues Herbert,1991-03-18T00:00:00.000Z,FRA,France,FRA
50,797,71614,Inaki Montes-De La Torre,2002-10-03T00:00:00.000Z,ESP,Spain,ESP
50,798,61856,Tibo Colson,2000-07-12T00:00:00.000Z,BEL,Belgium,BEL
50,799,84849,Robin Catry,2002-03-06T00:00:00.000Z,USA,United States,USA
50,800,40737,Yuhei Kono,1995-07-01T00:00:00.000Z,JPN,Japan,JPN
50,801,47332,Chuan En Hsu,,TPE,Chinese Taipei,TPE
50,802,31600,Akram El Sallaly,1997-11-13T00:00:00.000Z,EGY,Egypt,EGY
50,803,88897,Maxence Rivet,2003-10-09T00:00:00.000Z,FRA,France,FRA
50,804,36170,Tomohiro Masabayashi,1998-03-05T00:00:00.000Z,JPN,Japan,JPN
50,805,53138,Lautaro Agustin Falabella,1998-01-19T00:00:00.000Z,ARG,Argentina,ARG
50,806,93632,Felix Mischker,2003-06-27T00:00:00.000Z,GBR,Great Britain,GBR
50,807,96116,James Beaven,2004-12-23T00:00:00.000Z,GBR,Great Britain,GBR
49,808,19962,Dennis Novikov,1993-11-06T00:00:00.000Z,USA,United States,USA
49,809,29591,Dominik Recek,1995-02-19T00:00:00.000Z,CZE,Czech Republic,CZE
49,810,33166,Tim Handel,1996-10-18T00:00:00.000Z,GER,Germany,GER
49,811,48396,Adrian Andreev,2001-05-12T00:00:00.000Z,BUL,Bulgaria,BUL
49,812,41964,Nicola Kuhn,2000-03-20T00:00:00.000Z,GER,Germany,GER
49,813,27110,Gergely Madarasz,1994-10-01T00:00:00.000Z,HUN,Hungary,HUN
49,814,96554,Henrik Bladelius,2004-05-02T00:00:00.000Z,SWE,Sweden,SWE
49,815,84559,Leonardo Malgaroli,2002-08-07T00:00:00.000Z,ITA,Italy,ITA
49,816,26909,Lucas Gerch,1994-12-20T00:00:00.000Z,GER,Germany,GER
49,817,73055,Alexandr Binda,2001-09-22T00:00:00.000Z,RUS,Russia,RUS
49,818,44573,Mert Alkaya,2000-06-14T00:00:00.000Z,TUR,Turkey,TUR
49,819,78053,Dragos Nicolae Cazacu,2004-02-10T00:00:00.000Z,ROU,Romania,ROU
48,820,83308,Jeffrey Von Der Schulenburg,2002-02-13T00:00:00.000Z,SUI,Switzerland,SUI
48,821,45047,Jesse Timmermans,1989-03-17T00:00:00.000Z,NED,Netherlands,NED
48,822,4067,Fabio Fognini,1987-05-24T00:00:00.000Z,ITA,Italy,ITA
48,823,11521,Hiroki Moriya,1990-10-16T00:00:00.000Z,JPN,Japan,JPN
48,824,59169,Andre Ilagan,2000-11-16T00:00:00.000Z,USA,United States,USA
48,825,96145,Vuk Radjenovic,2005-05-12T00:00:00.000Z,SRB,Serbia,SRB
48,826,80641,Pietro Pampanin,2003-01-05T00:00:00.000Z,ITA,Italy,ITA
48,827,81115,Amr Elsayed,1999-03-04T00:00:00.000Z,EGY,Egypt,EGY
47,828,79066,Andres Martin,2001-07-07T00:00:00.000Z,USA,United States,USA
47,829,96788,Kenta Miyoshi,2004-03-16T00:00:00.000Z,JPN,Japan,JPN
47,830,31512,Dario Huber,1996-07-03T00:00:00.000Z,SUI,Switzerland,SUI
47,831,23748,Aleksandre Metreveli,1993-08-10T00:00:00.000Z,GEO,Georgia,GEO
47,832,54812,Maxence Bertimon,1999-09-20T00:00:00.000Z,FRA,France,FRA
47,833,34538,Makoto Ochi,1996-05-03T00:00:00.000Z,JPN,Japan,JPN
47,834,83700,Filiberto Fumagalli,2002-06-28T00:00:00.000Z,ITA,Italy,ITA
47,835,63223,Leonardo Taddia,2000-01-29T00:00:00.000Z,ITA,Italy,ITA
47,836,68702,Stefano D'Agostino,2003-11-03T00:00:00.000Z,ITA,Italy,ITA
47,837,45175,Alex Knaff,1997-11-26T00:00:00.000Z,LUX,Luxembourg,LUX
47,838,84367,Gheorghe Claudiu Schinteie,2002-03-13T00:00:00.000Z,ROU,Romania,ROU
46,839,26221,Stefan Kozlov,1998-02-01T00:00:00.000Z,USA,United States,USA
46,840,64896,Pablo Llamas Ruiz,2002-10-13T00:00:00.000Z,ESP,Spain,ESP
46,841,89110,Sebastian Dominko,2003-05-13T00:00:00.000Z,SLO,Slovenia,SLO
46,842,31384,Daniel Little,1997-05-16T00:00:00.000Z,GBR,Great Britain,GBR
46,843,37577,Genaro Alberto Olivieri,1998-08-04T00:00:00.000Z,ARG,Argentina,ARG
46,844,57721,Shinji Hazawa,1999-04-12T00:00:00.000Z,JPN,Japan,JPN
46,845,86473,Josip Simundza,2004-12-20T00:00:00.000Z,CRO,Croatia,CRO
46,846,91689,Charlie Camus,2006-10-16T00:00:00.000Z,FRA,France,FRA
46,847,34574,Stefan Cooper,1996-06-17T00:00:00.000Z,GBR,Great Britain,GBR
46,848,86692,Matthew William Donald,2004-11-08T00:00:00.000Z,CZE,Czech Republic,CZE
45,849,23640,Maximilian Marterer,1995-06-15T00:00:00.000Z,GER,Germany,GER
45,849,20648,Taro Daniel,1993-01-27T00:00:00.000Z,JPN,Japan,JPN
45,851,677,Rafael Nadal,1986-06-03T00:00:00.000Z,ESP,Spain,ESP
45,851,82371,Luca Van Assche,2004-05-11T00:00:00.000Z,FRA,France,FRA
45,853,36519,Alejandro Davidovich Fokina,1999-06-05T00:00:00.000Z,ESP,Spain,ESP
45,853,11226,David Goffin,1990-12-07T00:00:00.000Z,BEL,Belgium,BEL
45,855,47543,Duje Ajdukovic,2001-02-05T00:00:00.000Z,CRO,Croatia,CRO
45,856,9305,Daniel Evans,1990-05-23T00:00:00.000Z,GBR,Great Britain,GBR
45,857,34233,Alexei Popyrin,1999-08-05T00:00:00.000Z,AUS,Australia,AUS
45,858,45553,Pavel Kotov,1998-11-18T00:00:00.000Z,RUS,Russia,RUS
45,859,64891,Alexander Shevchenko,2000-11-29T00:00:00.000Z,KAZ,Kazakhstan,KAZ
45,860,23100,Pedro Cachin,1995-04-12T00:00:00.000Z,ARG,Argentina,ARG
45,861,46474,Alafia Ayeni,1999-08-10T00:00:00.000Z,USA,United States,USA
45,862,71979,Gianmarco Ferrari,2000-10-04T00:00:00.000Z,ITA,Italy,ITA
45,863,7806,Adrian Mannarino,1988-06-29T00:00:00.000Z,FRA,France,FRA
45,864,87792,Dinko Dinev,2004-02-13T00:00:00.000Z,BUL,Bulgaria,BUL
45,865,68977,Noah Lopez,2002-02-25T00:00:00.000Z,SUI,Switzerland,SUI
45,866,96547,Jack Loge,2004-11-16T00:00:00.000Z,BEL,Belgium,BEL
44,867,19729,Jacob Kahoun,1992-04-05T00:00:00.000Z,SUI,Switzerland,SUI
44,868,95883,Aryan Shah,2005-11-21T00:00:00.000Z,IND,India,IND
44,869,38973,Nick Hardt,2000-09-20T00:00:00.000Z,DOM,Dominican Republic,DOM
44,870,104631,Maxwell Benson,2000-06-21T00:00:00.000Z,USA,United States,USA
44,871,86687,Nicolas Zanellato,2002-01-22T00:00:00.000Z,BRA,Brazil,BRA
44,872,90015,Mariano Tammaro,2004-02-27T00:00:00.000Z,ITA,Italy,ITA
44,873,55827,Zhao Zhao,2000-03-01T00:00:00.000Z,CHN,China,CHN
44,874,62960,Yaojie Zeng,2002-01-30T00:00:00.000Z,CHN,China,CHN
44,875,44775,Osgar O'Hoisin,1996-09-03T00:00:00.000Z,IRL,Ireland,IRL
43,876,44252,Karl Poling,1999-08-04T00:00:00.000Z,USA,United States,USA
43,877,32857,Vlad Andrei Dumitru,1997-05-09T00:00:00.000Z,ROU,Romania,ROU
43,878,93848,Petr Brunclik,2006-07-17T00:00:00.000Z,CZE,Czech Republic,CZE
43,879,30468,Christos Antonopoulos,1998-07-19T00:00:00.000Z,GRE,Greece,GRE
43,880,62489,Mousa Alkotop,1998-06-25T00:00:00.000Z,JOR,Jordan,JOR
43,881,44182,Zheng Baoluo,2001-04-28T00:00:00.000Z,CHN,China,CHN
43,882,73730,Taiyo Yamanaka,2001-09-05T00:00:00.000Z,JPN,Japan,JPN
42,883,60305,Admir Kalender,2001-01-12T00:00:00.000Z,CRO,Croatia,CRO
42,884,81144,Devin Badenhorst,2004-05-20T00:00:00.000Z,RSA,South Africa,RSA
42,885,95605,Phillip Jordan,2000-11-07T00:00:00.000Z,USA,United States,USA
42,886,83858,Peter Benjamin Privara,2004-08-02T00:00:00.000Z,SVK,Slovakia,SVK
42,887,42692,Rishi Reddy,1998-04-06T00:00:00.000Z,IND,India,IND
42,888,59499,Diego Fernandez Flores,2000-10-07T00:00:00.000Z,CHI,Chile,CHI
42,889,83679,Liam Gavrielides,2004-01-30T00:00:00.000Z,GER,Germany,GER
42,890,68981,Max Alcala Gurri,2002-09-11T00:00:00.000Z,ESP,Spain,ESP
42,891,87924,Matei Cristian Onofrei,2005-11-25T00:00:00.000Z,ROU,Romania,ROU
41,892,87360,Aidan Kim,2004-11-24T00:00:00.000Z,USA,United States,USA
41,893,91485,Bryce Nakashima,2004-02-20T00:00:00.000Z,USA,United States,USA
41,894,38275,Evan Furness,1998-08-13T00:00:00.000Z,FRA,France,FRA
41,895,30626,Aziz Dougaz,1997-03-26T00:00:00.000Z,TUN,Tunisia,TUN
41,896,84710,Giorgio Tabacco,2003-08-06T00:00:00.000Z,ITA,Italy,ITA
41,897,61841,Seongbin Sim,1997-04-10T00:00:00.000Z,KOR,"Korea, Rep.",KOR
41,898,84060,Maks Kasnikowski,2003-07-06T00:00:00.000Z,POL,Poland,POL
41,899,95954,Lasse Poertner,2005-11-22T00:00:00.000Z,GER,Germany,GER
41,900,70909,Fausto Tabacco,2002-05-13T00:00:00.000Z,ITA,Italy,ITA
